Socioeconomic Score,Study Hours,Sleep Hours,Attendance (%),Grades
0.9537026732254545,0.2826086956521739,0.6538461538461537,0.21666666666666667,0.2542372881355932
0.8395619560620562,0.26086956521739135,0.21153846153846165,0.25,0.05084745762711865
0.6443452712177532,0.26086956521739135,0.8653846153846155,0.016666666666666666,0.0
0.17592984174327242,0.26086956521739135,0.6538461538461537,0.11666666666666667,0.03389830508474576
0.5600084581654683,0.32608695652173914,1.0,0.5833333333333334,0.01694915254237288
0.9815033276203619,0.2826086956521739,0.8076923076923077,0.11666666666666667,0.3220338983050847
0.5177287599884257,0.7717391304347827,0.6346153846153846,0.38333333333333336,0.3728813559322034
0.9277160727402229,0.06521739130434781,0.6153846153846154,0.11666666666666667,0.03389830508474576
0.4065706590691567,0.5000000000000001,0.7692307692307694,0.45,0.11864406779661017
0.5787388430119972,0.06521739130434781,0.923076923076923,0.03333333333333333,0.03389830508474576
0.2735993945734191,0.32608695652173914,0.4807692307692307,0.35,0.05084745762711865
0.27475682774278276,0.9021739130434782,0.5576923076923077,0.6666666666666666,0.4745762711864407
0.7964141830079907,0.03260869565217392,0.7884615384615385,0.05,0.03389830508474576
0.28726600930398205,0.3152173913043479,0.6153846153846154,0.25,0.05084745762711865
0.9740913036703985,0.3152173913043479,0.9807692307692308,0.18333333333333332,0.3220338983050847
0.36080753221893297,0.33695652173913043,0.8653846153846155,0.4666666666666667,0.01694915254237288
0.6009303982015269,0.22826086956521738,0.17307692307692313,0.3333333333333333,0.05084745762711865
0.6095443719812139,0.41304347826086957,0.11538461538461549,0.5666666666666667,0.03389830508474576
0.9147617245754223,0.33695652173913043,0.9615384615384617,0.48333333333333334,0.23728813559322035
0.8623544861664478,0.29347826086956524,0.6730769230769232,0.25,0.11864406779661017
0.17993634117568505,0.1956521739130435,0.6346153846153846,0.11666666666666667,0.05084745762711865
0.5436931021434771,0.29347826086956524,0.7692307692307694,0.5,0.03389830508474576
0.6249916531261824,0.9782608695652175,0.2692307692307693,0.6333333333333333,0.5423728813559322
0.8168695884434749,0.6195652173913044,0.846153846153846,0.4166666666666667,0.3389830508474576
0.653192957464331,0.3478260869565218,0.23076923076923078,0.43333333333333335,0.03389830508474576
0.8393059852649855,0.25,0.7307692307692307,0.2,0.0847457627118644
0.27194114897500393,0.21739130434782608,0.1538461538461538,0.0,0.01694915254237288
0.48335076902530777,0.32608695652173914,0.6538461538461537,0.31666666666666665,0.03389830508474576
0.7015825672758029,0.5543478260869567,0.6346153846153846,0.3,0.22033898305084745
0.2261335054644201,0.29347826086956524,0.4038461538461539,0.3333333333333333,0.05084745762711865
0.34206601820731414,0.32608695652173914,0.8846153846153847,0.08333333333333333,0.01694915254237288
0.4005497807554477,0.6956521739130436,0.5576923076923077,0.26666666666666666,0.288135593220339
0.19146615620896124,0.5760869565217391,0.7884615384615385,0.21666666666666667,0.1864406779661017
0.3552429496739155,0.23913043478260873,0.9615384615384617,0.21666666666666667,0.03389830508474576
0.1686958844347497,0.44565217391304357,0.5384615384615384,0.18333333333333332,0.05084745762711865
0.10505931844992988,0.48913043478260876,0.9615384615384617,0.5666666666666667,0.1016949152542373
0.9067932423709574,0.14130434782608697,0.5961538461538463,0.26666666666666666,0.01694915254237288
0.9978520711376233,0.9456521739130435,0.44230769230769224,0.016666666666666666,0.9491525423728814
0.05318627996527702,0.6521739130434783,0.7884615384615385,0.26666666666666666,0.2542372881355932
0.2037304961381797,0.3152173913043479,0.8653846153846155,0.4666666666666667,0.03389830508474576
0.30048745743094357,0.3152173913043479,0.846153846153846,0.6666666666666666,0.01694915254237288
0.19976851336612728,0.05434782608695653,0.7499999999999999,0.15,0.03389830508474576
0.7740890778373807,0.30434782608695654,0.7307692307692307,0.38333333333333336,0.03389830508474576
0.7123110824225966,0.8260869565217392,0.5192307692307693,0.6666666666666666,0.4406779661016949
0.6345627351036124,0.30434782608695654,0.846153846153846,0.6166666666666667,0.05084745762711865
0.38642687025619343,0.23913043478260873,0.2692307692307693,0.35,0.05084745762711865
0.22194893939056692,0.25,0.13461538461538464,0.21666666666666667,0.03389830508474576
0.5250628797827587,0.32608695652173914,0.24999999999999994,0.3333333333333333,0.03389830508474576
0.4357290716050482,0.30434782608695654,0.28846153846153844,0.03333333333333333,0.03389830508474576
0.5215015469539476,0.8913043478260869,0.4807692307692307,0.5666666666666667,0.4915254237288136
0.3300242615798963,0.8804347826086957,0.30769230769230776,0.7333333333333333,0.4745762711864407
0.5419013065639815,0.8695652173913044,0.057692307692307654,0.5333333333333333,0.4745762711864407
0.654472811449685,0.36956521739130443,0.5769230769230769,0.5333333333333333,0.01694915254237288
0.042045985710152015,0.30434782608695654,0.7499999999999999,0.36666666666666664,0.01694915254237288
0.06509448661161439,0.021739130434782605,0.46153846153846156,0.1,0.03389830508474576
0.020956217864535803,0.3478260869565218,0.24999999999999994,0.25,0.05084745762711865
0.17036525919825493,0.29347826086956524,0.7307692307692307,0.18333333333333332,0.03389830508474576
0.5643377033854919,0.2826086956521739,0.8076923076923077,0.05,0.03389830508474576
0.7030627462327776,0.11956521739130434,0.9038461538461539,0.55,0.05084745762711865
0.20138224230418234,0.6630434782608696,0.21153846153846165,0.45,0.2711864406779661
0.1813497451421195,0.3804347826086957,0.6153846153846154,0.43333333333333335,0.05084745762711865
0.6130278006543948,0.30434782608695654,0.4807692307692307,0.23333333333333334,0.03389830508474576
0.6534377990963118,0.1956521739130435,0.3461538461538461,0.3,0.01694915254237288
0.9952478465065551,0.532608695652174,0.5961538461538463,0.6333333333333333,0.576271186440678
0.002860195428138984,0.782608695652174,0.7499999999999999,0.38333333333333336,0.3728813559322034
0.8854475037282702,0.5869565217391305,0.6538461538461537,0.1,0.423728813559322
0.06517239076724465,0.6195652173913044,0.9423076923076922,0.4666666666666667,0.23728813559322035
0.953168473301133,0.32608695652173914,0.6923076923076924,0.6,0.2542372881355932
0.2808556102121219,0.27173913043478265,0.9807692307692308,0.0,0.01694915254237288
0.38122955015914706,0.33695652173913043,0.3846153846153846,0.21666666666666667,0.01694915254237288
0.09035769136599373,0.5434782608695653,0.8846153846153847,0.4,0.15254237288135594
0.11103568010327866,0.26086956521739135,0.3653846153846154,0.06666666666666667,0.01694915254237288
0.7265007679123912,0.7065217391304348,0.923076923076923,0.35,0.3728813559322034
0.9444432078705455,0.7934782608695653,0.7115384615384616,0.7333333333333333,0.6440677966101694
0.7155941861241569,0.8478260869565218,0.5000000000000001,1.0,0.4406779661016949
0.043882297950007795,0.3478260869565218,0.9615384615384617,0.16666666666666666,0.05084745762711865
0.34978965877979834,0.26086956521739135,0.4038461538461539,0.11666666666666667,0.01694915254237288
0.24043448260511496,0.1847826086956522,0.9615384615384617,0.016666666666666666,0.03389830508474576
0.17840051639326018,0.641304347826087,0.28846153846153844,0.38333333333333336,0.23728813559322035
0.9149397912168629,0.44565217391304357,0.6538461538461537,0.48333333333333334,0.288135593220339
0.1390700469650767,0.30434782608695654,0.9807692307692308,0.38333333333333336,0.03389830508474576
0.09779197364613709,0.5108695652173914,0.13461538461538464,0.23333333333333334,0.1016949152542373
0.3178934716317582,0.33695652173913043,0.057692307692307654,0.4,0.05084745762711865
0.39488503572461997,0.33695652173913043,0.8269230769230769,0.4,0.01694915254237288
0.18748191510672868,0.6847826086956522,0.7692307692307694,0.21666666666666667,0.288135593220339
0.5611213746744719,0.6521739130434783,0.5000000000000001,0.35,0.23728813559322035
0.6925122977274244,0.16304347826086954,0.30769230769230776,0.18333333333333332,0.01694915254237288
0.5315623121953391,0.32608695652173914,0.6538461538461537,0.18333333333333332,0.03389830508474576
0.43351436775213126,0.4021739130434783,0.7307692307692307,0.11666666666666667,0.03389830508474576
0.21829857324103552,0.30434782608695654,0.5576923076923077,0.43333333333333335,0.03389830508474576
0.7572840385514279,0.7065217391304348,0.057692307692307654,0.2833333333333333,0.3220338983050847
0.41845660738531393,0.33695652173913043,0.6538461538461537,0.43333333333333335,0.03389830508474576
0.29635853718254057,0.08695652173913045,0.44230769230769224,0.06666666666666667,0.05084745762711865
0.09193803280877869,0.23913043478260873,0.6346153846153846,0.03333333333333333,0.05084745762711865
0.18602399447993415,0.30434782608695654,0.7307692307692307,0.3,0.03389830508474576
0.5035724619939013,0.7173913043478262,0.6538461538461537,0.7,0.3050847457627119
0.849088521379126,0.26086956521739135,0.8653846153846155,0.13333333333333333,0.0847457627118644
0.2346028000979367,0.2826086956521739,0.8076923076923077,0.4166666666666667,0.03389830508474576
0.9352616466712667,0.32608695652173914,0.24999999999999994,0.25,0.22033898305084745
0.9550381730362588,0.4347826086956522,0.7884615384615385,0.31666666666666665,0.3728813559322034
0.9590335433035814,0.358695652173913,0.8076923076923077,0.11666666666666667,0.3559322033898305
0.3629888485765798,0.33695652173913043,0.9615384615384617,0.65,0.03389830508474576
0.07138246488748416,0.32608695652173914,0.8269230769230769,0.25,0.05084745762711865
0.5683219444877246,0.25,0.8076923076923077,0.31666666666666665,0.05084745762711865
0.5581610167605225,0.30434782608695654,0.057692307692307654,0.13333333333333333,0.01694915254237288
0.8499343379259687,0.815217391304348,0.6538461538461537,0.31666666666666665,0.5423728813559322
0.3443363678856812,0.13043478260869565,0.7307692307692307,0.15,0.01694915254237288
0.1847775279898502,0.3478260869565218,0.7692307692307694,0.4166666666666667,0.01694915254237288
0.5085138112938767,0.7391304347826088,0.8076923076923077,0.31666666666666665,0.3559322033898305
0.5550003338749527,0.30434782608695654,0.1923076923076923,0.2833333333333333,0.03389830508474576
0.82484919981303,0.6304347826086957,0.7115384615384616,0.18333333333333332,0.423728813559322
0.5039731119371424,0.33695652173913043,0.28846153846153844,0.18333333333333332,0.05084745762711865
0.147116433325172,0.3152173913043479,0.7499999999999999,0.2833333333333333,0.03389830508474576
0.6748169252342688,0.3152173913043479,0.6346153846153846,0.45,0.05084745762711865
0.16908540521290094,0.32608695652173914,0.6923076923076924,0.5833333333333334,0.05084745762711865
0.18865047744118235,0.6847826086956522,0.6153846153846154,0.5166666666666667,0.288135593220339
0.9265808979010394,0.21739130434782608,0.6346153846153846,0.08333333333333333,0.13559322033898305
0.030838916464486832,0.1521739130434783,0.6538461538461537,0.18333333333333332,0.01694915254237288
0.4618603512364502,0.33695652173913043,0.8269230769230769,0.05,0.05084745762711865
0.6647339016626973,0.3152173913043479,0.5192307692307693,0.18333333333333332,0.05084745762711865
0.8395730852271462,0.27173913043478265,0.6153846153846154,0.2,0.06779661016949153
0.35953880739866895,0.641304347826087,0.17307692307692313,0.26666666666666666,0.2542372881355932
0.42616911879270813,0.7065217391304348,0.6923076923076924,0.4666666666666667,0.288135593220339
0.9820931733701337,0.27173913043478265,0.7307692307692307,0.08333333333333333,0.3050847457627119
0.4380550671088655,0.04347826086956521,0.1923076923076923,0.21666666666666667,0.01694915254237288
0.23303358782024175,0.32608695652173914,1.0,0.2,0.03389830508474576
0.4111113584258909,0.30434782608695654,0.6346153846153846,0.35,0.03389830508474576
0.2694816034901062,0.782608695652174,0.30769230769230776,0.3333333333333333,0.3559322033898305
0.04528457275135221,0.7934782608695653,0.1923076923076923,0.4,0.3898305084745763
0.4316224096868253,0.30434782608695654,0.1538461538461538,0.16666666666666666,0.01694915254237288
0.8273643911233779,0.2826086956521739,0.7115384615384616,0.05,0.1016949152542373
0.6749949918757094,0.6630434782608696,0.7692307692307694,0.2,0.288135593220339
0.9325906470496583,0.5652173913043479,0.9615384615384617,0.18333333333333332,0.4745762711864407
0.693335855944087,0.30434782608695654,0.6923076923076924,0.48333333333333334,0.03389830508474576
0.9752598660048523,0.4565217391304348,0.6730769230769232,0.5833333333333334,0.423728813559322
0.23389053353217443,0.5652173913043479,0.7499999999999999,0.7,0.1694915254237288
0.09907182763149108,0.36956521739130443,0.09615384615384615,0.16666666666666666,0.01694915254237288
0.725510272219378,0.29347826086956524,0.9423076923076922,0.18333333333333332,0.05084745762711865
0.33519932334676256,0.7500000000000001,0.6730769230769232,0.31666666666666665,0.3559322033898305
0.16862910944420953,0.3478260869565218,0.9423076923076922,0.43333333333333335,0.03389830508474576
0.580274667794422,0.26086956521739135,0.2692307692307693,0.11666666666666667,0.05084745762711865
0.4830391524027867,0.8695652173913044,0.3653846153846154,0.35,0.4576271186440678
0.4406481625748436,0.3478260869565218,0.6538461538461537,0.18333333333333332,0.03389830508474576
0.3377701604825606,0.7500000000000001,0.8076923076923077,0.31666666666666665,0.3220338983050847
0.29253010439156857,0.8043478260869565,0.17307692307692313,0.6,0.3728813559322034
0.26475170832684136,0.33695652173913043,0.7499999999999999,0.38333333333333336,0.03389830508474576
0.09356289091192378,0.7500000000000001,0.7692307692307694,0.7166666666666667,0.3389830508474576
0.035201549179780536,0.30434782608695654,0.6538461538461537,0.26666666666666666,0.05084745762711865
0.18528946958399184,0.2826086956521739,0.4038461538461539,0.1,0.03389830508474576
0.7465555234046342,0.8695652173913044,0.3846153846153846,0.48333333333333334,0.4915254237288136
0.32457097068577917,0.10869565217391305,0.6730769230769232,0.11666666666666667,0.03389830508474576
0.6678945845482671,0.6956521739130436,0.9038461538461539,0.21666666666666667,0.3559322033898305
0.7166291984775301,0.5543478260869567,0.6923076923076924,0.6333333333333333,0.1694915254237288
0.5807087052329334,0.26086956521739135,0.1923076923076923,0.05,0.03389830508474576
0.958922251652681,0.30434782608695654,0.6730769230769232,0.5666666666666667,0.23728813559322035
0.8622431945155474,0.5869565217391305,0.9807692307692308,0.11666666666666667,0.423728813559322
0.16673715137890358,0.30434782608695654,0.7692307692307694,0.21666666666666667,0.01694915254237288
0.32592872882676344,0.30434782608695654,0.7307692307692307,0.23333333333333334,0.01694915254237288
0.17131123823090794,0.7608695652173914,0.5961538461538463,0.3333333333333333,0.3559322033898305
0.3161684510428028,0.8586956521739131,0.21153846153846165,0.5333333333333333,0.4745762711864407
0.5389632069802123,0.30434782608695654,0.7692307692307694,0.31666666666666665,0.05084745762711865
0.6906203396621184,0.5978260869565218,0.9807692307692308,0.23333333333333334,0.2711864406779661
0.42060453624769073,0.32608695652173914,0.8653846153846155,0.45,0.03389830508474576
0.8539742248536514,0.25,0.6730769230769232,0.15,0.1016949152542373
0.06334720769247892,0.23913043478260873,0.9423076923076922,0.03333333333333333,0.03389830508474576
0.557003583591159,0.5869565217391305,0.5576923076923077,0.5,0.2033898305084746
0.9570191644222851,0.3478260869565218,0.7884615384615385,0.26666666666666666,0.3050847457627119
0.8790704921316802,0.3152173913043479,0.9038461538461539,0.21666666666666667,0.1864406779661017
0.40374385113628775,0.5108695652173914,0.6538461538461537,0.7166666666666667,0.15254237288135594
0.2905602421706324,0.06521739130434781,0.6730769230769232,0.3,0.03389830508474576
0.5319518329734904,0.5978260869565218,0.7115384615384616,0.5166666666666667,0.2033898305084746
0.32294611258263406,0.6630434782608696,0.7692307692307694,0.3,0.288135593220339
0.21886616066062725,0.3152173913043479,0.057692307692307654,0.25,0.03389830508474576
0.7270015803414427,0.5869565217391305,0.6153846153846154,0.4,0.2542372881355932
0.34879916308678527,0.5217391304347826,0.6346153846153846,0.4166666666666667,0.13559322033898305
0.09157077036080753,0.44565217391304357,0.6923076923076924,0.6,0.05084745762711865
0.5162151935361808,0.3152173913043479,0.923076923076923,0.2,0.03389830508474576
0.2123667282480469,0.30434782608695654,0.7115384615384616,0.18333333333333332,0.01694915254237288
0.8352994858325727,0.6195652173913044,0.8653846153846155,0.2833333333333333,0.3728813559322034
0.6153649253233021,0.33695652173913043,0.6346153846153846,0.48333333333333334,0.05084745762711865
0.6333941727691588,0.44565217391304357,1.0,0.23333333333333334,0.1016949152542373
0.5404879025975471,0.6195652173913044,0.8653846153846155,0.6833333333333333,0.23728813559322035
0.9273488102922519,0.6304347826086957,0.8269230769230769,0.2833333333333333,0.5084745762711864
0.9319896721347964,0.5978260869565218,1.0,0.35,0.5084745762711864
0.5121307899481381,0.7173913043478262,0.6153846153846154,0.1,0.3389830508474576
